Other_social_transfers;Households
Other_Direct_Tax;Households
Unemployment_transfers;Households
Pensions;Households
Income_Tax;Households
Corporate_Tax;Corporations
GFCF_byAgent;  RestOfWorld
Gov_social_transfers;Households
Gov_Direct_Tax;Households
Corp_social_transfers;Households
Corp_Direct_Tax;Households
