1.20E-06;9.78E-08
4.15E-08;6.23E-10
5.08E-10;9.33E-10
1.68E-11;1.13E-09
8.24E-09;8.80E-09
1.23E-09;2.60E-09
8.97E-11;6.07E-10
3.63E-07;4.91E-09
1.42E-08;4.78E-09
4.17E-08;6.63E-09
2.07E-07;2.71E-08
7.89E-09;1.20E-08
5.81E-09;1.04E-08
;
;
;
